-180
-170
-160
-150
-140
-130
-120
-110
-100
-90
-80
-70
-60
-55
-50
-45
-40
-35
-30
-28
-27
-26
-25
-24
-23
-22
-21
-20
-19
-18
-17
-16
-15
-14
-13
-12
-11
-10
-9
-8
-7
-6
-5
-4
-3
-2
-1
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
22
24
26
28
30
35
40
45
50
55
60
70
80
90
100
110
120
130
140
150
160
170
180
