-180
-170
-160
-150
-140
-130
-120
-110
-100
-90
-80
-70
-60
-50
-40
-30
-25
-20
-17
-14
-12
-10
-9
-8
-7
-6
-5
-4
-3
-2
-1
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
17
20
25
30
40
50
60
70
80
90
100
110
120
130
140
150
160
170
180
