-180
-170
-160
-150
-140
-130
-120
-110
-100
-90
-80
-70
-60
-50
-45
-40
-35
-30
-25
-21
-15
-10
0
10
15
21
25
30
35
40
45
50
60
70
80
90
100
110
120
130
140
150
160
170
180
